Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
new york city divorce lawyers,26,26,110,51,11.99,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.52,0,"[6,100,34,43,9,28,34,43,34,34,43,34]",2026-03-14,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
new york divorce lawyers,86,86,210,54,11.99,https://www.tullylegal.com/our-firm/news/i-spent-100k-on-my-mistress-and-now-my-wife-wants-to-take-everything-else-i-need-to-stop-her-from-ruining-my-life/,0,0,0.00,0.52,155,"[12,54,12,7,12,7,23,36,23,23,29,29]",2026-04-06,"Local pack, Video, Related searches",commercial,Organic
how to file an uncontested divorce,50,50,260,30,2.24,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.72,3690000,"[100,23,44,44,29,36,36,44,36,23,23,23]",2026-04-06,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to file an uncontested divorce,96,96,260,30,2.24,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.72,3690000,"[100,23,44,44,29,36,36,44,36,23,23,23]",2026-04-06,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
steps to filing for a divorce,26,26,70,36,1.52,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,36200000,"[35,50,50,35,78,35,35,35,64,78,50,78]",2026-04-23,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
steps to filing for a divorce,77,77,70,36,1.52,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.55,36200000,"[35,50,50,35,78,35,35,35,64,78,50,78]",2026-04-23,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
new mexico military divorce benefits lawyer,43,43,90,,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,500000,"[3,7,3,0,0,0,53,65,53,100,100,42]",2026-03-12,"Local pack, Sitelinks, Video, Discussions and forums, AI overview",informational,Organic
military divorce disability attorney,1,1,110,31,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,155,"[2,2,5,2,5,5,35,43,35,66,100,23]",2026-03-12,"Local pack, Video, Video Carousel, Related searches, AI overview",informational,AI overview
divorce lawyers with military experience,19,19,50,12,10.69,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.75,8630000,"[14,21,50,50,50,64,35,50,28,28,50,50]",2026-04-06,"Local pack, Sitelinks, Video, Ads top, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
divorce lawyers with military experience,32,32,50,12,10.69,https://www.tullylegal.com/buffalo-family/military-divorce-lawyer/,0,0,0.00,0.75,8630000,"[14,21,50,50,50,64,35,50,28,28,50,50]",2026-04-06,"Local pack, Sitelinks, Video, Ads top, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
divorce lawyer westchester,24,24,260,41,10.95,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.84,66,"[53,53,53,66,100,66,35,53,43,66,82,53]",2026-04-02,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce attorneys,21,13,260,5,11.63,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.05,151,"[6,6,20,13,10,8,45,36,16,20,24,24]",2026-05-05,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
divorce attorneys rochester new york,18,18,70,17,4.26,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.59,0,"[7,7,14,7,14,7,78,100,78,78,78,78]",2026-03-12,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
divorce attorney saratoga springs ny,27,27,90,31,6.27,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0.71,217000,"[52,41,41,64,41,64,82,52,64,64,52,41]",2026-04-29,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
divorce attorney saratoga springs ny,82,82,90,31,6.27,https://www.tullylegal.com/locations/saratoga-springs-ny/,0,0,0.00,0.71,217000,"[52,41,41,64,41,64,82,52,64,64,52,41]",2026-04-29,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
new york state divorce laws marital property,10,10,50,25,0.00,https://www.tullylegal.com/resources/articles/how-is-marital-property-determined-in-new-york/,0,0,0.00,0.33,5440000,"[11,15,19,11,11,34,26,34,11,15,26,7]",2026-04-30,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
new york state divorce laws marital property,11,11,50,25,0.00,https://www.tullylegal.com/resources/articles/how-is-marital-property-determined-in-new-york/,0,0,0.00,0.33,5440000,"[11,15,19,11,11,34,26,34,11,15,26,7]",2026-04-30,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
new york state divorce laws marital property,94,94,50,25,0.00,https://www.tullylegal.com/resources/articles/what-to-know-about-dividing-marital-property-in-new-york-state/,0,0,0.00,0.33,5440000,"[11,15,19,11,11,34,26,34,11,15,26,7]",2026-04-30,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
best divorce lawyers rochester ny,14,14,50,28,3.51,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.57,505000,"[5,11,6,6,11,5,5,11,8,8,6,8]",2026-04-26,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
change last name after divorce,90,90,170,22,0.61,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.22,241000000,"[80,65,80,65,80,65,80,65,53,34,34,42]",2026-04-19,"Video, FAQ, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to divorce in ny,38,38,170,33,1.45,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.67,240000000,"[80,65,80,65,80,53,80,65,65,80,65,42]",2026-04-19,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
new york divorce laws assets,39,39,70,5,0.00,https://www.tullylegal.com/resources/articles/how-is-marital-property-determined-in-new-york/,0,0,0.00,0.33,25900000,"[21,21,35,21,35,35,50,78,64,100,64,50]",2026-04-30,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
divorce attorney new albany,39,39,70,12,2.65,https://www.tullylegal.com/albany-family/,0,0,0.00,0.64,1550000,"[19,19,34,26,26,7,26,19,26,26,19,19]",2026-04-24,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
best divorce lawyers nyc 10027,18,18,50,45,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,136000,"[0,0,0,0,5,0,41,41,100,52,41,52]",2026-03-26,"Local pack, Sitelinks, Video, AI overview",commercial,Organic
divorce process step by step,82,82,170,30,1.35,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.39,172,"[23,36,36,36,23,23,23,29,23,19,15,19]",2026-04-15,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce after military retirement,20,20,40,8,0.93,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.15,129,"[18,18,18,18,18,18,45,36,100,45,36,36]",2026-04-12,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce near me,20,20,390,15,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.14,36100000,"[23,23,29,44,54,36,81,81,54,66,44,44]",2026-04-29,"Local pack, Video, People also ask, Related searches, AI overview","informational, transactional",Organic
military spouse divorce benefits,25,25,40,14,1.26,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.16,14200000,"[100,18,18,0,36,45,63,45,45,27,45,36]",2026-03-20,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
399 divorce,86,86,70,0,3.57,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.6,6750000,"[21,14,14,28,28,28,64,100,78,78,64,64]",2026-04-21,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how long does uncontested divorce take in nyc,77,77,40,0,3.04,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.31,135,"[71,71,71,57,71,100,100,100,42,28,28,28]",2026-04-28,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce retired military spouse benefits,25,25,30,13,1.19,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.18,2620000,"[71,57,42,42,42,42,71,28,57,28,28,28]",2026-04-29,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce retired military spouse benefits,29,29,30,13,1.19,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.18,2620000,"[71,57,42,42,42,42,71,28,57,28,28,28]",2026-04-29,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to get my maiden name back after divorce,65,65,70,9,0.17,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.24,143,"[26,34,26,26,26,19,26,26,26,26,26,7]",2026-04-02,"Sitelinks, Video, Video Carousel, FAQ, Related searches, AI overview",informational,Organic
family law divorce lawyers near me,13,13,50,3,10.91,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0.77,0,"[9,9,14,9,52,9,42,42,23,19,19,19]",2026-03-17,"Local pack, Related searches, AI overview",transactional,Organic
manhattan divorce lawyers,15,15,30,50,14.46,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.45,2530000,"[100,0,80,20,20,20,60,100,80,40,80,100]",2026-03-21,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
manhattan divorce lawyers,19,19,30,50,14.46,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.45,2530000,"[100,0,80,20,20,20,60,100,80,40,80,100]",2026-03-21,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
divorce decree nyc,52,52,210,35,1.42,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.29,554000,"[100,66,100,100,53,43,23,28,35,53,28,23]",2026-04-20,"Image pack, Sitelinks, Video, People also ask, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer in manhattan,16,16,40,31,14.46,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.45,0,"[42,42,57,42,42,28,71,100,71,57,57,42]",2026-03-12,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
new albany divorce lawyers,39,39,90,35,2.65,https://www.tullylegal.com/albany-family/,0,0,0.00,0.64,107,"[23,23,42,33,33,9,33,33,33,42,100,66]",2026-04-24,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
new albany divorce lawyers,47,47,90,35,2.65,https://www.tullylegal.com/albany-family/,0,0,0.00,0.64,107,"[23,23,42,33,33,9,33,33,33,42,100,66]",2026-04-24,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
wide-angle and telephoto lenses on parental separation and divorce,39,39,40,12,0.00,https://www.tullylegal.com/resources/articles/is-virtual-visitation-a-practical-option-in-a-post-covid-world/,0,0,0.00,0,668000,"[100,0,11]",2026-03-28,"Video, Image, Related searches",informational,Organic
how to protect assets in a divorce,15,15,110,0,1.80,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.3,28500000,"[34,34,28,34,28,34,34,100,53,34,21,15]",2026-03-31,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce records new york state,20,20,50,47,1.02,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.4,103000000,"[65,0,100,0,0,19,7,11,0,0,0,0]",2026-04-07,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
divorce records new york state,24,24,50,47,1.02,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.4,103000000,"[65,0,100,0,0,19,7,11,0,0,0,0]",2026-04-07,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
divorce records new york state,39,39,50,47,1.02,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.4,103000000,"[65,0,100,0,0,19,7,11,0,0,0,0]",2026-04-07,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
divorce lawyer bronx ny,24,24,320,11,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,1790000,"[23,23,29,29,29,44,54,81,44,29,23,15]",2026-04-27,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
divorce lawyer schenectady ny,65,65,90,7,9.69,https://www.tullylegal.com/albany-family/,0,0,0.00,0.9,0,"[6,6,10,8,5,6,5,8,5,3,6,5]",2026-03-19,"Local pack, Video, Image, Related searches, AI overview",commercial,Organic
divorce lawyers for veterans near me,50,50,90,39,11.11,https://www.tullylegal.com/albany-divorce/military-divorce/,0,0,0.00,0.94,5200000,"[81,11,11,11,11,11,8,11,11,8,6,6]",2026-03-28,"Local pack, Video, FAQ, Related searches",transactional,Organic
divorce lawyers bronx,10,10,40,6,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,1260000,"[9,100,45,36,36,9,36,45,45,36,27,36]",2026-04-08,"Local pack, People also ask, Related searches, Discussions and forums",commercial,Organic
are divorce decrees public record,51,51,1600,35,0.73,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.32,36000000,"[16,43,65,22,20,29,81,36,36,20,43,29]",2026-05-03,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyers saratoga springs ny,14,14,50,33,6.27,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0.71,0,"[14,50,78,14,0,78,100,14,14,35,7,0]",2026-03-17,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
how to get a divorce in new york,18,18,70,33,1.58,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.7,241000000,"[35,1,0,1,44,8,35,6,6,0,8,1]",2026-04-19,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to get a divorce in new york,40,40,70,33,1.58,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.7,241000000,"[35,1,0,1,44,8,35,6,6,0,8,1]",2026-04-19,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
best divorce lawyers for high net worth individuals nyc 2025,12,12,50,0,0.00,https://www.tullylegal.com/albany-family/divorce-lawyer/high-net-worth/,0,0,0.00,0,124,"[45,100,81,63,9,0]",2026-04-19,"Video, Related searches, AI overview",commercial,Organic
divorce attorneys albany ny,15,15,140,27,9.56,https://www.tullylegal.com/albany-family/divorce-lawyer/,0,0,0.00,0.71,0,"[66,17,66,43,28,66,53,53,23,12,23,10]",2026-03-13,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
getting a divorce in new york state,57,57,90,31,2.13,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.62,211000000,"[100,66,52,52,52,42,33,33,33,33,33,33]",2026-03-22,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
